Longitude,Latitude,Pixel,Scan
24.6915475,10.2806352,3900,1800
24.7150484,10.2792682,3999,1800
23.7665193,10.3209242,0,1900
23.7902437,10.3194211,100,1900
23.8139652,10.3179214,200,1900
23.8376841,10.3164249,300,1900
23.8614004,10.3149318,400,1900
23.8851144,10.313442,500,1900
23.9088262,10.3119555,600,1900
23.932536,10.3104723,700,1900
23.956244,10.3089923,800,1900
23.9799503,10.3075157,900,1900
24.003655,10.3060422,1000,1900
24.0273585,10.304572,1100,1900
24.0510607,10.3031051,1200,1900
24.074762,10.3016414,1300,1900
24.0984624,10.3001808,1400,1900
24.1221621,10.2987235,1500,1900
24.1458614,10.2972694,1600,1900
24.1695603,10.2958184,1700,1900
24.1932591,10.2943706,1800,1900
24.2169578,10.292926,1900,1900
24.2406567,10.2914845,2000,1900
24.264356,10.2900462,2100,1900
24.2880558,10.288611,2200,1900
24.3117562,10.2871789,2300,1900
24.3354575,10.2857499,2400,1900
24.3591598,10.284324,2500,1900
24.3828633,10.2829012,2600,1900
24.4065681,10.2814815,2700,1900
24.4302745,10.2800649,2800,1900
24.4539825,10.2786513,2900,1900
24.4776924,10.2772408,3000,1900
24.5014043,10.2758333,3100,1900
24.5251183,10.2744289,3200,1900
24.5488348,10.2730275,3300,1900
