Longitude,Latitude,Pixel,Scan
24.0601103,3.15067166,1900,46500
24.0835373,3.14918145,2000,46500
24.1069648,3.14769561,2100,46500
24.1303929,3.14621413,2200,46500
24.1538218,3.14473701,2300,46500
24.1772518,3.14326422,2400,46500
24.2006828,3.14179577,2500,46500
24.2241152,3.14033163,2600,46500
24.2475491,3.13887181,2700,46500
24.2709846,3.13741629,2800,46500
24.294422,3.13596506,2900,46500
24.3178613,3.13451811,3000,46500
24.3413028,3.13307544,3100,46500
24.3647466,3.13163704,3200,46500
24.3881929,3.13020289,3300,46500
24.4116418,3.128773,3400,46500
24.4350935,3.12734734,3500,46500
24.4585482,3.12592591,3600,46500
24.4820061,3.12450871,3700,46500
24.5054673,3.12309572,3800,46500
24.528932,3.12168694,3900,46500
24.5521656,3.12029639,3999,46500
23.6145054,3.16380236,0,46600
23.6379543,3.1622268,100,46600
23.6614006,3.16065582,200,46600
23.6848443,3.15908943,300,46600
23.7082857,3.1575276,400,46600
23.7317249,3.15597032,500,46600
23.7551621,3.15441757,600,46600
23.7785975,3.15286936,700,46600
23.8020312,3.15132566,800,46600
23.8254634,3.14978647,900,46600
23.8488943,3.14825176,1000,46600
23.872324,3.14672154,1100,46600
23.8957527,3.14519579,1200,46600
23.9191805,3.14367449,1300,46600
23.9426077,3.14215765,1400,46600
23.9660344,3.14064524,1500,46600
23.9894607,3.13913725,1600,46600
24.0128869,3.13763368,1700,46600
24.036313,3.13613451,1800,46600
24.0597393,3.13463974,1900,46600
24.083166,3.13314934,2000,46600
24.1065931,3.13166333,2100,46600
24.1300208,3.13018167,2200,46600
24.1534494,3.12870437,2300,46600
24.176879,3.12723141,2400,46600
24.2003097,3.12576278,2500,46600
24.2237418,3.12429848,2600,46600
24.2471753,3.12283849,2700,46600
24.2706105,3.1213828,2800,46600
24.2940475,3.11993142,2900,46600
24.3174865,3.11848431,3000,46600
24.3409276,3.11704149,3100,46600
24.3643711,3.11560293,3200,46600
24.387817,3.11416864,3300,46600
24.4112656,3.11273859,3400,46600
24.434717,3.11131279,3500,46600
24.4581714,3.10989122,3600,46600
24.4816289,3.10847388,3700,46600
24.5050898,3.10706076,3800,46600
24.5285541,3.10565184,3900,46600
24.5517874,3.10426115,3999,46600
23.6141167,3.14787045,0,46700
23.6375654,3.14629539,100,46700
23.6610116,3.14472491,200,46700
23.6844552,3.14315902,300,46700
23.7078965,3.14159769,400,46700
23.7313356,3.14004091,500,46700
23.7547727,3.13848868,600,46700
23.778208,3.13694098,700,46700
23.8016416,3.13539779,800,46700
23.8250738,3.13385912,900,46700
23.8485045,3.13232493,1000,46700
23.8719342,3.13079523,1100,46700
23.8953628,3.12927001,1200,46700
23.9187906,3.12774924,1300,46700
23.9422177,3.12623292,1400,46700
23.9656443,3.12472105,1500,46700
23.9890705,3.1232136,1600,46700
24.0124966,3.12171056,1700,46700
24.0359227,3.12021194,1800,46700
24.059349,3.11871771,1900,46700
24.0827755,3.11722787,2000,46700
24.1062026,3.1157424,2100,46700
24.1296303,3.1142613,2200,46700
24.1530589,3.11278455,2300,46700
24.1764884,3.11131215,2400,46700
24.1999191,3.10984409,2500,46700
24.2233511,3.10838035,2600,46700
24.2467846,3.10692093,2700,46700
24.2702198,3.10546581,2800,46700
24.2936567,3.104015,2900,46700
24.3170957,3.10256848,3000,46700
24.3405368,3.10112623,3100,46700
24.3639802,3.09968826,3200,46700
24.3874262,3.09825455,3300,46700
24.4108747,3.09682509,3400,46700
24.4343261,3.09539988,3500,46700
24.4577805,3.09397891,3600,46700
24.481238,3.09256216,3700,46700
24.5046989,3.09114964,3800,46700
24.5281632,3.08974132,3900,46700
24.5513965,3.08835124,3999,46700
23.6137419,3.13171589,0,46800
23.63719,3.13013982,100,46800
23.6606355,3.12856834,200,46800
23.6840784,3.12700145,300,46800
23.707519,3.12543912,400,46800
23.7309574,3.12388135,500,46800
23.7543939,3.12232812,600,46800
23.7778285,3.12077943,700,46800
23.8012614,3.11923526,800,46800
23.8246928,3.11769559,900,46800
23.8481229,3.11616043,1000,46800
23.8715518,3.11462975,1100,46800
23.8949798,3.11310354,1200,46800
23.9184068,3.1115818,1300,46800
23.9418332,3.11006451,1400,46800
23.9652591,3.10855167,1500,46800
23.9886847,3.10704325,1600,46800
24.01211,3.10553925,1700,46800
24.0355354,3.10403966,1800,46800
24.0589609,3.10254447,1900,46800
24.0823868,3.10105367,2000,46800
24.1058131,3.09956725,2100,46800
24.1292401,3.09808519,2200,46800
24.1526679,3.0966075,2300,46800
24.1760967,3.09513415,2400,46800
24.1995266,3.09366514,2500,46800
24.2229579,3.09220046,2600,46800
24.2463906,3.09074009,2700,46800
24.269825,3.08928404,2800,46800
24.2932613,3.08783229,2900,46800
24.3166995,3.08638483,3000,46800
24.3401398,3.08494165,3100,46800
24.3635825,3.08350275,3200,46800
24.3870276,3.08206811,3300,46800
24.4104754,3.08063773,3400,46800
24.433926,3.0792116,3500,46800
24.4573796,3.0777897,3600,46800
24.4808363,3.07637204,3700,46800
24.5042964,3.0749586,3800,46800
24.5277599,3.07354938,3900,46800
24.5509925,3.07215839,3999,46800
23.613342,3.11577076,0,46900
23.63679,3.11419511,100,46900
23.6602353,3.11262405,200,46900
23.6836781,3.11105758,300,46900
23.7071186,3.10949568,400,46900
23.7305569,3.10793834,500,46900
23.7539932,3.10638555,600,46900
23.7774277,3.10483729,700,46900
23.8008605,3.10329356,800,46900
23.8242918,3.10175434,900,46900
23.8477218,3.10021962,1000,46900
23.8711506,3.09868939,1100,46900
23.8945784,3.09716363,1200,46900
23.9180054,3.09564234,1300,46900
23.9414317,3.09412551,1400,46900
23.9648575,3.09261312,1500,46900
23.9882829,3.09110516,1600,46900
24.0117082,3.08960163,1700,46900
24.0351335,3.08810251,1800,46900
24.0585589,3.08660779,1900,46900
24.0819847,3.08511746,2000,46900
24.1054109,3.08363151,2100,46900
24.1288378,3.08214994,2200,46900
24.1522655,3.08067272,2300,46900
24.1756942,3.07919986,2400,46900
24.1991241,3.07773133,2500,46900
24.2225553,3.07626714,2600,46900
24.2459879,3.07480727,2700,46900
24.2694223,3.07335172,2800,46900
24.2928584,3.07190047,2900,46900
24.3162965,3.07045351,3000,46900
24.3397368,3.06901084,3100,46900
24.3631794,3.06757244,3200,46900
24.3866245,3.06613831,3300,46900
24.4100722,3.06470844,3400,46900
24.4335228,3.06328283,3500,46900
24.4569763,3.06186145,3600,46900
24.480433,3.06044431,3700,46900
24.503893,3.0590314,3800,46900
24.5273565,3.0576227,3900,46900
24.5505889,3.05623224,3999,46900
23.6129917,3.09969217,0,47000
23.6364392,3.09811583,100,47000
23.659884,3.09654408,200,47000
23.6833263,3.09497692,300,47000
23.7067663,3.09341434,400,47000
23.7302041,3.09185632,500,47000
23.7536399,3.09030285,600,47000
23.7770739,3.08875391,700,47000
23.8005062,3.0872095,800,47000
23.823937,3.08566961,900,47000
23.8473665,3.08413422,1000,47000
23.8707948,3.08260332,1100,47000
23.894222,3.0810769,1200,47000
23.9176485,3.07955495,1300,47000
23.9410743,3.07803746,1400,47000
23.9644996,3.07652442,1500,47000
23.9879245,3.07501581,1600,47000
24.0113493,3.07351162,1700,47000
24.034774,3.07201185,1800,47000
24.0581989,3.07051649,1900,47000
24.0816242,3.06902551,2000,47000
24.1050499,3.06753893,2100,47000
24.1284763,3.06605671,2200,47000
24.1519035,3.06457886,2300,47000
24.1753317,3.06310536,2400,47000
24.198761,3.06163621,2500,47000
24.2221917,3.06017139,2600,47000
24.2456238,3.05871089,2700,47000
24.2690577,3.05725471,2800,47000
24.2924933,3.05580284,2900,47000
24.3159309,3.05435526,3000,47000
24.3393706,3.05291197,3100,47000
24.3628127,3.05147296,3200,47000
24.3862573,3.05003823,3300,47000
24.4097045,3.04860775,3400,47000
24.4331545,3.04718153,3500,47000
24.4566075,3.04575955,3600,47000
24.4800637,3.0443418,3700,47000
24.5035232,3.04292829,3800,47000
24.5269861,3.041519,3900,47000
24.5502181,3.04012795,3999,47000
23.612583,3.0837681,0,47100
23.6360304,3.08219213,100,47100
23.6594752,3.08062077,200,47100
23.6829174,3.079054,300,47100
23.7063573,3.0774918,400,47100
23.7297951,3.07593417,500,47100
23.7532308,3.07438109,600,47100
23.7766647,3.07283255,700,47100
23.800097,3.07128855,800,47100
23.8235277,3.06974905,900,47100
23.8469571,3.06821407,1000,47100
23.8703853,3.06668358,1100,47100
23.8938126,3.06515757,1200,47100
23.917239,3.06363604,1300,47100
23.9406647,3.06211896,1400,47100
23.9640899,3.06060633,1500,47100
23.9875148,3.05909815,1600,47100
24.0109395,3.05759439,1700,47100
24.0343643,3.05609505,1800,47100
24.0577891,3.05460011,1900,47100
24.0812143,3.05310958,2000,47100
24.10464,3.05162343,2100,47100
24.1280663,3.05014165,2200,47100
24.1514935,3.04866424,2300,47100
24.1749217,3.04719119,2400,47100
24.198351,3.04572249,2500,47100
24.2217816,3.04425812,2600,47100
24.2452137,3.04279808,2700,47100
24.2686475,3.04134236,2800,47100
24.2920831,3.03989095,2900,47100
24.3155206,3.03844383,3000,47100
24.3389604,3.03700101,3100,47100
24.3624024,3.03556247,3200,47100
24.3858469,3.03412821,3300,47100
24.4092941,3.03269821,3400,47100
24.4327441,3.03127246,3500,47100
24.4561971,3.02985097,3600,47100
24.4796533,3.02843371,3700,47100
24.5031127,3.02702069,3800,47100
24.5265757,3.02561188,3900,47100
24.5498076,3.02422132,3999,47100
23.6122151,3.06766014,0,47200
23.635662,3.0660834,100,47200
23.6591062,3.06451126,200,47200
23.6825478,3.06294372,300,47200
23.7059872,3.06138075,400,47200
23.7294244,3.05982235,500,47200
23.7528595,3.05826851,600,47200
23.7762929,3.05671921,700,47200
23.7997246,3.05517444,800,47200
23.8231547,3.0536342,900,47200
23.8465836,3.05209846,1000,47200
23.8700112,3.05056722,1100,47200
23.8934379,3.04904046,1200,47200
23.9168637,3.04751818,1300,47200
23.9402889,3.04600036,1400,47200
23.9637135,3.04448699,1500,47200
23.9871378,3.04297807,1600,47200
24.0105619,3.04147357,1700,47200
24.0339861,3.0399735,1800,47200
24.0574103,3.03847783,1900,47200
24.0808349,3.03698656,2000,47200
24.10426,3.03549969,2100,47200
24.1276858,3.03401719,2200,47200
24.1511123,3.03253906,2300,47200
24.1745399,3.03106529,2400,47200
24.1979686,3.02959587,2500,47200
24.2213986,3.02813079,2600,47200
24.2448301,3.02667003,2700,47200
24.2682633,3.0252136,2800,47200
24.2916983,3.02376149,2900,47200
24.3151353,3.02231367,3000,47200
24.3385744,3.02087015,3100,47200
24.3620158,3.01943091,3200,47200
24.3854597,3.01799595,3300,47200
24.4089063,3.01656525,3400,47200
24.4323557,3.01513882,3500,47200
24.455808,3.01371663,3600,47200
24.4792636,3.01229869,3700,47200
24.5027224,3.01088498,3800,47200
24.5261847,3.00947549,3900,47200
24.549416,3.00808426,3999,47200
23.6118243,3.0516322,0,47300
23.6352708,3.05005537,100,47300
23.6587146,3.04848315,200,47300
23.682156,3.04691552,300,47300
23.705595,3.04535248,400,47300
23.7290318,3.04379401,500,47300
23.7524667,3.04224009,600,47300
23.7758997,3.04069072,700,47300
23.799331,3.03914589,800,47300
23.8227609,3.03760558,900,47300
23.8461894,3.03606978,1000,47300
23.8696167,3.03453848,1100,47300
23.893043,3.03301167,1200,47300
23.9164685,3.03148933,1300,47300
23.9398933,3.02997146,1400,47300
23.9633176,3.02845805,1500,47300
23.9867416,3.02694908,1600,47300
24.0101654,3.02544454,1700,47300
24.0335892,3.02394442,1800,47300
24.0570131,3.02244872,1900,47300
24.0804374,3.02095742,2000,47300
24.1038622,3.01947051,2100,47300
24.1272876,3.01798799,2200,47300
24.1507138,3.01650983,2300,47300
24.174141,3.01503604,2400,47300
24.1975694,3.01356659,2500,47300
24.2209991,3.01210149,2600,47300
24.2444303,3.01064073,2700,47300
24.2678631,3.00918428,2800,47300
24.2912978,3.00773215,2900,47300
24.3147344,3.00628433,3000,47300
24.3381732,3.0048408,3100,47300
24.3616143,3.00340156,3200,47300
24.3850579,3.0019666,3300,47300
24.4085041,3.00053591,3400,47300
24.4319532,2.99910948,3500,47300
24.4554052,2.9976873,3600,47300
24.4788604,2.99626937,3700,47300
24.5023189,2.99485567,3800,47300
24.5257809,2.99344621,3900,47300
24.5490119,2.99205499,3999,47300
23.6114565,3.03563368,0,47400
23.6349028,3.03405686,100,47400
23.6583463,3.03248465,200,47400
23.6817874,3.03091704,300,47400
23.7052261,3.02935401,400,47400
23.7286627,3.02779555,500,47400
23.7520972,3.02624166,600,47400
23.77553,3.02469232,700,47400
23.798961,3.02314751,800,47400
23.8223906,3.02160723,900,47400
23.8458188,3.02007146,1000,47400
23.8692459,3.01854019,1100,47400
23.892672,3.01701341,1200,47400
23.9160972,3.01549112,1300,47400
23.9395217,3.01397329,1400,47400
23.9629458,3.01245992,1500,47400
23.9863695,3.01095099,1600,47400
24.009793,3.00944651,1700,47400
24.0332166,3.00794644,1800,47400
24.0566403,3.0064508,1900,47400
24.0800643,3.00495955,2000,47400
24.1034888,3.00347271,2100,47400
24.126914,3.00199024,2200,47400
24.15034,3.00051215,2300,47400
24.173767,2.99903842,2400,47400
24.1971951,2.99756905,2500,47400
24.2206246,2.99610403,2600,47400
24.2440555,2.99464334,2700,47400
24.2674881,2.99318697,2800,47400
24.2909225,2.99173493,2900,47400
24.3143589,2.99028719,3000,47400
24.3377975,2.98884375,3100,47400
24.3612384,2.98740459,3200,47400
24.3846817,2.98596973,3300,47400
24.4081277,2.98453913,3400,47400
24.4315766,2.9831128,3500,47400
24.4550284,2.98169072,3600,47400
24.4784834,2.98027289,3700,47400
24.5019417,2.9788593,3800,47400
24.5254034,2.97744994,3900,47400
24.5486342,2.97605883,3999,47400
23.6110601,3.0196017,0,47500
23.634506,3.01802457,100,47500
23.6579492,3.01645206,200,47500
23.6813899,3.01488414,300,47500
23.7048283,3.01332081,400,47500
23.7282645,3.01176206,500,47500
23.7516987,3.01020787,600,47500
23.7751311,3.00865824,700,47500
23.7985618,3.00711314,800,47500
23.8219911,3.00557257,900,47500
23.8454189,3.00403652,1000,47500
23.8688457,3.00250497,1100,47500
23.8922714,3.00097792,1200,47500
23.9156962,2.99945535,1300,47500
23.9391204,2.99793725,1400,47500
23.9625441,2.99642361,1500,47500
23.9859675,2.99491442,1600,47500
24.0093907,2.99340967,1700,47500
24.0328138,2.99190934,1800,47500
24.0562372,2.99041344,1900,47500
24.0796608,2.98892194,2000,47500
24.103085,2.98743484,2100,47500
24.1265098,2.98595212,2200,47500
24.1499354,2.98447379,2300,47500
24.173362,2.98299982,2400,47500
24.1967898,2.9815302,2500,47500
24.2202189,2.98006494,2600,47500
24.2436495,2.97860401,2700,47500
24.2670817,2.97714741,2800,47500
24.2905157,2.97569513,2900,47500
24.3139518,2.97424717,3000,47500
24.3373899,2.9728035,3100,47500
24.3608304,2.97136413,3200,47500
24.3842734,2.96992904,3300,47500
24.4077191,2.96849822,3400,47500
24.4311675,2.96707167,3500,47500
24.454619,2.96564939,3600,47500
24.4780736,2.96423135,3700,47500
24.5015315,2.96281755,3800,47500
24.5249929,2.96140799,3900,47500
24.5482232,2.96001668,3999,47500
23.610698,3.00358826,0,47600
23.6341435,3.00201102,100,47600
23.6575864,3.00043839,200,47600
23.6810268,2.99887037,300,47600
23.7044649,2.99730694,400,47600
23.7279008,2.99574808,500,47600
23.7513347,2.9941938,600,47600
23.7747668,2.99264406,700,47600
23.7981972,2.99109887,800,47600
23.8216261,2.98955821,900,47600
23.8450536,2.98802207,1000,47600
23.86848,2.98649043,1100,47600
23.8919054,2.9849633,1200,47600
23.91533,2.98344064,1300,47600
23.9387539,2.98192246,1400,47600
23.9621773,2.98040875,1500,47600
23.9856003,2.97889948,1600,47600
24.0090232,2.97739466,1700,47600
24.0324461,2.97589427,1800,47600
24.0558691,2.9743983,1900,47600
24.0792925,2.97290673,2000,47600
24.1027164,2.97141957,2100,47600
24.1261409,2.9699368,2200,47600
24.1495662,2.96845841,2300,47600
24.1729925,2.96698438,2400,47600
24.19642,2.96551472,2500,47600
24.2198488,2.96404941,2600,47600
24.2432791,2.96258843,2700,47600
24.2667111,2.96113179,2800,47600
24.2901448,2.95967948,2900,47600
24.3135806,2.95823147,3000,47600
24.3370185,2.95678777,3100,47600
24.3604587,2.95534836,3200,47600
24.3839014,2.95391324,3300,47600
24.4073468,2.9524824,3400,47600
24.430795,2.95105583,3500,47600
24.4542462,2.94963352,3600,47600
24.4777005,2.94821546,3700,47600
24.5011581,2.94680165,3800,47600
24.5246193,2.94539207,3900,47600
24.5478494,2.94400076,3999,47600
23.6103212,2.98755748,0,47700
23.6337664,2.98597997,100,47700
23.657209,2.98440707,200,47700
23.680649,2.98283878,300,47700
23.7040867,2.98127509,400,47700
23.7275223,2.97971597,500,47700
23.7509558,2.97816143,600,47700
23.7743875,2.97661144,700,47700
23.7978176,2.975066,800,47700
23.8212461,2.97352509,900,47700
23.8446733,2.9719887,1000,47700
23.8680994,2.97045682,1100,47700
23.8915244,2.96892944,1200,47700
23.9149486,2.96740655,1300,47700
23.9383722,2.96588813,1400,47700
23.9617952,2.96437418,1500,47700
23.9852179,2.96286469,1600,47700
24.0086405,2.96135964,1700,47700
24.032063,2.95985902,1800,47700
24.0554857,2.95836283,1900,47700
24.0789087,2.95687105,2000,47700
24.1023322,2.95538367,2100,47700
24.1257563,2.95390068,2200,47700
24.1491813,2.95242207,2300,47700
24.1726073,2.95094784,2400,47700
24.1960344,2.94947797,2500,47700
24.2194629,2.94801245,2600,47700
24.2428928,2.94655128,2700,47700
24.2663244,2.94509444,2800,47700
24.2897579,2.94364193,2900,47700
24.3131933,2.94219373,3000,47700
24.3366308,2.94074984,3100,47700
24.3600707,2.93931024,3200,47700
24.3835131,2.93787494,3300,47700
24.4069581,2.93644392,3400,47700
24.4304059,2.93501716,3500,47700
24.4538567,2.93359468,3600,47700
24.4773107,2.93217644,3700,47700
24.500768,2.93076246,3800,47700
24.5242288,2.92935271,3900,47700
24.5474586,2.92796123,3999,47700
23.6099291,2.97161526,0,47800
23.6333741,2.97003794,100,47800
23.6568166,2.96846524,200,47800
23.6802565,2.96689716,300,47800
23.7036941,2.96533367,400,47800
23.7271295,2.96377476,500,47800
23.7505629,2.96222043,600,47800
23.7739945,2.96067065,700,47800
23.7974244,2.95912542,800,47800
23.8208529,2.95758473,900,47800
23.84428,2.95604857,1000,47800
23.8677059,2.95451691,1100,47800
23.8911309,2.95298976,1200,47800
23.914555,2.9514671,1300,47800
23.9379784,2.94994892,1400,47800
23.9614013,2.94843521,1500,47800
23.9848239,2.94692595,1600,47800
24.0082464,2.94542114,1700,47800
24.0316688,2.94392077,1800,47800
24.0550914,2.94242482,1900,47800
24.0785143,2.94093329,2000,47800
24.1019377,2.93944617,2100,47800
24.1253618,2.93796344,2200,47800
24.1487867,2.93648509,2300,47800
24.1722126,2.93501112,2400,47800
24.1956396,2.93354152,2500,47800
24.219068,2.93207627,2600,47800
24.2424978,2.93061536,2700,47800
24.2659294,2.9291588,2800,47800
24.2893627,2.92770656,2900,47800
24.312798,2.92625864,3000,47800
24.3362355,2.92481503,3100,47800
24.3596753,2.92337573,3200,47800
24.3831176,2.92194071,3300,47800
24.4065625,2.92050998,3400,47800
24.4300103,2.91908352,3500,47800
24.453461,2.91766133,3600,47800
24.476915,2.9162434,3700,47800
24.5003722,2.91482971,3800,47800
24.5238329,2.91342027,3900,47800
24.5470626,2.9120291,3999,47800
23.6095479,2.95556169,0,47900
23.6329925,2.95398403,100,47900
23.6564346,2.95241099,200,47900
23.6798741,2.95084257,300,47900
23.7033113,2.94927874,400,47900
23.7267463,2.9477195,500,47900
23.7501793,2.94616483,600,47900
23.7736105,2.94461473,700,47900
23.79704,2.94306917,800,47900
23.820468,2.94152816,900,47900
23.8438947,2.93999167,1000,47900
23.8673203,2.9384597,1100,47900
23.8907448,2.93693223,1200,47900
23.9141685,2.93540926,1300,47900
23.9375915,2.93389077,1400,47900
23.9610141,2.93237675,1500,47900
23.9844363,2.93086719,1600,47900
24.0078583,2.92936207,1700,47900
24.0312803,2.9278614,1800,47900
24.0547025,2.92636516,1900,47900
24.078125,2.92487333,2000,47900
24.101548,2.92338591,2100,47900
24.1249716,2.92190289,2200,47900
24.1483961,2.92042426,2300,47900
24.1718216,2.91895001,2400,47900
24.1952482,2.91748012,2500,47900
24.2186762,2.91601459,2600,47900
24.2421056,2.91455341,2700,47900
24.2655367,2.91309657,2800,47900
24.2889697,2.91164406,2900,47900
24.3124046,2.91019588,3000,47900
24.3358416,2.908752,3100,47900
24.359281,2.90731243,3200,47900
24.3827229,2.90587715,3300,47900
24.4061674,2.90444616,3400,47900
24.4296148,2.90301945,3500,47900
24.4530651,2.901597,3600,47900
24.4765186,2.90017882,3700,47900
24.4999754,2.89876489,3800,47900
24.5234357,2.89735521,3900,47900
24.546665,2.89596379,3999,47900
23.6091532,2.93958613,0,48000
23.6325977,2.93800867,100,48000
23.6560395,2.93643584,200,48000
23.6794789,2.93486762,300,48000
23.7029159,2.933304,400,48000
23.7263507,2.93174497,500,48000
23.7497835,2.93019052,600,48000
23.7732145,2.92864063,700,48000
23.7966439,2.9270953,800,48000
23.8200717,2.9255545,900,48000
23.8434982,2.92401824,1000,48000
23.8669236,2.9224865,1100,48000
23.8903479,2.92095926,1200,48000
23.9137714,2.91943652,1300,48000
23.9371943,2.91791827,1400,48000
23.9606166,2.91640449,1500,48000
23.9840387,2.91489517,1600,48000
24.0074605,2.9133903,1700,48000
24.0308824,2.91188988,1800,48000
24.0543044,2.91039388,1900,48000
24.0777267,2.90890231,2000,48000
24.1011495,2.90741515,2100,48000
24.124573,2.90593239,2200,48000
24.1479973,2.90445401,2300,48000
24.1714227,2.90298002,2400,48000
24.1948491,2.9015104,2500,48000
24.2182769,2.90004515,2600,48000
24.2417062,2.89858424,2700,48000
24.2651371,2.89712768,2800,48000
24.2885699,2.89567545,2900,48000
24.3120047,2.89422754,3000,48000
24.3354416,2.89278395,3100,48000
24.3588808,2.89134466,3200,48000
24.3823225,2.88990968,3300,48000
24.4057669,2.88847898,3400,48000
24.4292141,2.88705256,3500,48000
24.4526643,2.88563041,3600,48000
24.4761176,2.88421253,3700,48000
24.4995743,2.8827989,3800,48000
24.5230345,2.88138952,3900,48000
24.5462636,2.87999841,3999,48000
23.6087997,2.92352421,0,48100
23.6322437,2.92194625,100,48100
23.6556851,2.92037291,200,48100
23.679124,2.91880419,300,48100
23.7025605,2.91724008,400,48100
23.7259949,2.91568056,500,48100
23.7494273,2.91412561,600,48100
23.7728578,2.91257524,700,48100
23.7962867,2.91102942,800,48100
23.8197141,2.90948814,900,48100
23.8431402,2.9079514,1000,48100
23.8665651,2.90641918,1100,48100
23.889989,2.90489147,1200,48100
23.9134121,2.90336825,1300,48100
23.9368345,2.90184953,1400,48100
23.9602564,2.90033528,1500,48100
23.983678,2.89882549,1600,48100
24.0070994,2.89732016,1700,48100
24.0305208,2.89581928,1800,48100
24.0539423,2.89432283,1900,48100
24.0773642,2.8928308,2000,48100
24.1007866,2.89134318,2100,48100
24.1242097,2.88985997,2200,48100
24.1476336,2.88838115,2300,48100
24.1710584,2.88690672,2400,48100
24.1944845,2.88543665,2500,48100
24.2179118,2.88397095,2600,48100
24.2413407,2.88250961,2700,48100
24.2647712,2.88105261,2800,48100
24.2882035,2.87959995,2900,48100
24.3116378,2.87815161,3000,48100
24.3350743,2.87670759,3100,48100
24.3585131,2.87526788,3200,48100
24.3819544,2.87383247,3300,48100
24.4053983,2.87240135,3400,48100
24.4288451,2.87097452,3500,48100
24.4522948,2.86955196,3600,48100
24.4757477,2.86813366,3700,48100
24.499204,2.86671962,3800,48100
24.5226637,2.86530984,3900,48100
24.5458924,2.86391832,3999,48100
23.6084037,2.9075498,0,48200
23.6318475,2.9059719,100,48200
23.6552887,2.90439863,200,48200
23.6787274,2.90282999,300,48200
23.7021637,2.90126595,400,48200
23.7255979,2.8997065,500,48200
23.7490301,2.89815164,600,48200
23.7724605,2.89660135,700,48200
23.7958892,2.89505562,800,48200
23.8193164,2.89351443,900,48200
23.8427423,2.89197778,1000,48200
23.866167,2.89044566,1100,48200
23.8895907,2.88891804,1200,48200
23.9130136,2.88739493,1300,48200
23.9364359,2.88587631,1400,48200
23.9598576,2.88436217,1500,48200
23.983279,2.88285249,1600,48200
24.0067002,2.88134728,1700,48200
24.0301214,2.8798465,1800,48200
24.0535428,2.87835017,1900,48200
24.0769645,2.87685826,2000,48200
24.1003867,2.87537077,2100,48200
24.1238096,2.87388769,2200,48200
24.1472333,2.872409,2300,48200
24.170658,2.87093469,2400,48200
24.1940839,2.86946477,2500,48200
24.217511,2.8679992,2600,48200
24.2409397,2.866538,2700,48200
24.2643701,2.86508115,2800,48200
24.2878022,2.86362863,2900,48200
24.3112364,2.86218044,3000,48200
24.3346727,2.86073657,3100,48200
24.3581113,2.85929702,3200,48200
24.3815524,2.85786177,3300,48200
24.4049962,2.85643081,3400,48200
24.4284428,2.85500413,3500,48200
24.4518923,2.85358174,3600,48200
24.4753451,2.85216361,3700,48200
24.4988012,2.85074975,3800,48200
24.5222607,2.84934013,3900,48200
24.5454893,2.8479488,3999,48200
23.6080292,2.89155128,0,48300
23.6314728,2.88997322,100,48300
23.6549137,2.8883998,200,48300
23.6783521,2.88683099,300,48300
23.7017882,2.8852668,400,48300
23.7252221,2.88370721,500,48300
23.748654,2.8821522,600,48300
23.7720841,2.88060176,700,48300
23.7955126,2.87905588,800,48300
23.8189395,2.87751456,900,48300
23.8423651,2.87597777,1000,48300
23.8657896,2.87444551,1100,48300
23.889213,2.87291777,1200,48300
23.9126357,2.87139452,1300,48300
23.9360576,2.86987578,1400,48300
23.9594791,2.86836151,1500,48300
23.9829002,2.86685171,1600,48300
24.0063212,2.86534638,1700,48300
24.0297422,2.86384549,1800,48300
24.0531633,2.86234905,1900,48300
24.0765847,2.86085703,2000,48300
24.1000067,2.85936943,2100,48300
24.1234293,2.85788624,2200,48300
24.1468528,2.85640745,2300,48300
24.1702772,2.85493304,2400,48300
24.1937028,2.85346302,2500,48300
24.2171298,2.85199737,2600,48300
24.2405582,2.85053607,2700,48300
24.2639883,2.84907913,2800,48300
24.2874202,2.84762652,2900,48300
24.3108541,2.84617825,3000,48300
24.3342901,2.84473431,3100,48300
24.3577285,2.84329467,3200,48300
24.3811694,2.84185935,3300,48300
24.4046129,2.84042832,3400,48300
24.4280592,2.83900157,3500,48300
24.4515086,2.83757911,3600,48300
24.4749611,2.83616092,3700,48300
24.4984169,2.834747,3800,48300
24.5218762,2.83333732,3900,48300
24.5451046,2.83194593,3999,48300
23.6076281,2.87556149,0,48400
23.6310715,2.87398342,100,48400
23.6545122,2.87240998,200,48400
23.6779503,2.87084116,300,48400
23.7013862,2.86927696,400,48400
23.7248199,2.86771736,500,48400
23.7482516,2.86616234,600,48400
23.7716815,2.8646119,700,48400
23.7951097,2.86306603,800,48400
23.8185364,2.86152471,900,48400
23.8419618,2.85998793,1000,48400
23.865386,2.85845568,1100,48400
23.8888093,2.85692794,1200,48400
23.9122317,2.85540472,1300,48400
23.9356534,2.85388599,1400,48400
23.9590747,2.85237174,1500,48400
23.9824956,2.85086197,1600,48400
24.0059163,2.84935666,1700,48400
24.0293371,2.84785581,1800,48400
24.052758,2.84635939,1900,48400
24.0761792,2.84486741,2000,48400
24.099601,2.84337985,2100,48400
24.1230233,2.8418967,2200,48400
24.1464466,2.84041795,2300,48400
24.1698708,2.83894359,2400,48400
24.1932962,2.83747362,2500,48400
24.2167229,2.83600802,2600,48400
24.2401511,2.83454678,2700,48400
24.263581,2.83308989,2800,48400
24.2870126,2.83163735,2900,48400
24.3104463,2.83018914,3000,48400
24.3338821,2.82874526,3100,48400
